,DEF,EN,FUNCTN,GEN_REF,GP,NB,NEW,end,start,type
Noreskal_1403052476046,INDEF,NO,SUJ,SPEC,NO,PL,NO,2649,2647,PR
Noreskal_1403052571609,Bare,,Other,GENE,YES,Bare,YES,2671,2665,N
Noreskal_1403053401110,DEF_DEM,NO,ATTR,SPEC,NO,SG,NO,3226,3224,PR
Noreskal_1403053524294,DEF_SPLE,,Other,SPEC,YES,Bare,YES,3307,3301,N
Noreskal_1403053646929,Bare,NO,,SPEC,NO,SG,NO,3309,3308,PR
Noreskal_1403059233776,INDEF,NO,SUJ,SPEC,NO,PL,NO,4347,4345,PR
Noreskal_1403060662334,Bare,,Other,SPEC,NO,Bare,NO,4895,4892,N
Noreskal_1403080731649,INDEF,,Other,SPEC,NO,SG,YES,5800,5795,N
Noreskal_1403081194040,Bare,NO,SUJ,SPEC,NO,SG,NO,5936,5935,PR
Noreskal_1403086972122,INDEF,NO,SUJ,SPEC,NO,PL,NO,3927,3925,PR
Noreskal_1403087157868,INDEF,NO,Other,SPEC,NO,PL,NO,3985,3983,PR
Noreskal_1403087194029,INDEF,NO,Other,SPEC,NO,PL,NO,4023,4021,PR
Noreskal_1403087214839,Bare,NO,OBJ,SPEC,NO,PL,NO,4069,4067,PR
Noreskal_1403089183627,DEF_SPLE,NO,,SPEC,NO,Bare,YES,5547,5537,N
Noreskal_1403089323910,DEF_SPLE,NO,,SPEC,NO,Bare,YES,6210,6203,N
,,,,,,,,,,
Noreskal_1403099781431,Bare,,ATTR,SPEC,NO,Bare,YES,355,337,N
Noreskal_1403099785998,DEF_SPLE,,Other,SPEC,NO,SG,YES,391,377,N
Noreskal_1403099793791,INDEF,,Other,SPEC,YES,SG,YES,534,506,N
Noreskal_1403099796043,Bare,,Other,SPEC,YES,Bare,NO,534,523,N
Noreskal_1403099801850,Bare,,Other,SPEC,YES,Bare,YES,578,557,N
Noreskal_1403099816900,Bare,,Other,SPEC,YES,Bare,YES,714,698,N
Noreskal_1403099822624,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,722,721,PR
Noreskal_1403099834302,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,783,782,PR
Noreskal_1403099845967,INDEF,,OBJ,SPEC,NO,SG,YES,891,866,N
Noreskal_1403099879388,Bare,,Other,SPEC,NO,Bare,NO,921,912,N
Noreskal_1403099901157,Bare,,OBJ,GENE,NO,Bare,YES,982,973,N
Noreskal_1403099903495,Bare,,OBJ,GENE,NO,Bare,YES,991,984,N
Noreskal_1403099905516,Bare,,OBJ,GENE,NO,Bare,YES,999,993,N
Noreskal_1403099910996,Bare,,Other,SPEC,NO,Bare,NO,1058,1045,N
Noreskal_1403099913784,Bare,,OBJ,GENE,NO,Bare,YES,1071,1067,N
Noreskal_1403099925937,INDEF,,ATTR,SPEC,NO,SG,YES,1221,1216,N
Noreskal_1403099932463,Bare,NO,SUJ,SPEC,NO,SG,NO,1229,1227,PR
Noreskal_1403099938795,Bare,,Other,GENE,NO,Bare,YES,1274,1262,N
Noreskal_1403099941340,DEF_SPLE,,Other,SPEC,NO,SG,YES,1290,1280,N
Noreskal_1403099943448,DEF_SPLE,,Other,SPEC,NO,PL,YES,1299,1292,N
Noreskal_1403099949378,DEF_DEM,NO,Other,SPEC,NO,SG,YES,1307,1301,PR
Noreskal_1403099963454,INDEF,,OBJ,SPEC,NO,SG,YES,1433,1426,N
Noreskal_1403099966608,INDEF,,OBJ,SPEC,NO,SG,YES,1451,1435,N
Noreskal_1403099970270,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1496,1483,N
Noreskal_1403099976346,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1595,1594,PR
Noreskal_1403099984016,Bare,,OBJ,GENE,NO,Bare,YES,1616,1611,N
Noreskal_1403099986171,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,1676,1663,N
Noreskal_1403099993049,INDEF,,Other,GENE,YES,PL,YES,1713,1704,N
Noreskal_1403099997652,Bare,NO,SUJ,SPEC,NO,PL,NO,1716,1714,PR
Noreskal_1403100005456,DEF_SPLE,,Other,SPEC,YES,PL,YES,1740,1727,N
Noreskal_1403100012457,DEF_SPLE,,Other,SPEC,NO,PL,YES,1785,1769,N
Noreskal_1403100016571,DEF_DEM,NO,Other,SPEC,NO,SG,YES,1794,1788,PR
Noreskal_1403100027968,Bare,,SUJ,SPEC,NO,Bare,NO,1936,1923,N
Noreskal_1403100030125,Bare,,Other,SPEC,YES,Bare,YES,1961,1951,N
Noreskal_1403100033131,Bare,,SUJ,SPEC,NO,Bare,NO,2016,2006,N
Noreskal_1403100040303,Bare,,Other,SPEC,YES,Bare,NO,2032,2019,N
Noreskal_1403100055351,DEF_SPLE,,Other,SPEC,YES,SG,YES,2085,2062,N
Noreskal_1403100064847,DEF_SPLE,,Other,SPEC,YES,PL,YES,2135,2125,N
Noreskal_1403100071945,DEF_SPLE,NO,,GENE,NO,PL,YES,2135,2114,N
Noreskal_1403100080552,INDEF,NO,SUJ,SPEC,NO,PL,NO,2169,2167,PR
Noreskal_1403100086629,INDEF,,OBJ,SPEC,NO,SG,YES,2226,2200,N
Noreskal_1403100088833,Bare,,Other,SPEC,YES,Bare,YES,2226,2217,N
Noreskal_1403100096309,INDEF,NO,Other,GENE,NO,SG,YES,2234,2231,PR
Noreskal_1403100100681,Bare,,Other,SPEC,NO,Bare,YES,2248,2239,N
Noreskal_1403100102678,INDEF,,Other,GENE,NO,SG,YES,2259,2254,N
Noreskal_1403100146413,Bare,,ATTR,GENE,NO,Bare,YES,2371,2363,N
Noreskal_1403100157286,Bare,,OBJ,GENE,YES,Bare,YES,2391,2388,N
Noreskal_1403100162435,INDEF,NO,SUJ,GENE,NO,PL,YES,2422,2413,PR
Noreskal_1403100165113,INDEF,NO,OBJ,GENE,NO,PL,YES,2439,2430,PR
Noreskal_1403100174805,INDEF,,Other,GENE,YES,PL,YES,2561,2544,N
Noreskal_1403100177727,INDEF,,OBJ,SPEC,NO,SG,YES,2577,2568,N
Noreskal_1403100186017,INDEF,,Other,SPEC,YES,SG,YES,2615,2609,N
Noreskal_1403100192422,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,2650,2643,N
Noreskal_1403100198156,INDEF,,Other,SPEC,NO,SG,YES,2707,2691,N
Noreskal_1403100202392,INDEF,NO,Other,SPEC,YES,SG,NO,2707,2706,PR
Noreskal_1403100209321,INDEF,,Other,SPEC,NO,SG,YES,2722,2709,N
Noreskal_1403100213230,INDEF,NO,Other,SPEC,YES,SG,NO,2722,2721,PR
Noreskal_1403100234671,Bare,,SUJ,SPEC,NO,Bare,YES,2917,2891,N
Noreskal_1403100243169,DEF_SPLE,,Other,SPEC,NO,SG,NO,2917,2901,N
Noreskal_1403100249316,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,3047,3040,N
Noreskal_1403100252286,Bare,,Other,GENE,YES,Bare,YES,3064,3056,N
Noreskal_1403100255682,Bare,,SUJ,SPEC,NO,Bare,YES,3101,3088,N
Noreskal_1403100258520,INDEF,,ATTR,SPEC,NO,SG,YES,3111,3105,N
Noreskal_1403100260701,Bare,NO,SUJ,SPEC,NO,SG,NO,3114,3112,PR
Noreskal_1403100267249,INDEF,,Other,GENE,YES,SG,YES,3291,3286,N
Noreskal_1403100270025,INDEF,,Other,GENE,NO,SG,YES,3308,3293,N
Noreskal_1403100285743,DEF_SPLE,,Other,SPEC,NO,PL,YES,3478,3468,N
Noreskal_1403100289614,Bare,,Other,SPEC,YES,Bare,YES,3356,3340,N
Noreskal_1403100296322,DEF_SPLE,,Other,SPEC,NO,PL,YES,3514,3505,N
Noreskal_1403100305832,Bare,,Other,GENE,YES,Bare,YES,3527,3519,N
Noreskal_1403100314708,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,3569,3562,PR
Noreskal_1403106726432,Bare,,Other,SPEC,NO,Bare,NO,3642,3612,N
Noreskal_1403368908251,INDEF,NO,SUJ,SPEC,NO,PL,NO,3743,3741,PR
Noreskal_1403368914554,Bare,,Other,SPEC,NO,Bare,NO,3764,3751,N
Noreskal_1403368931737,INDEF,NO,SUJ,GENE,NO,PL,YES,3795,3793,PR
Noreskal_1403368968320,INDEF,,OBJ,SPEC,NO,PL,YES,3822,3799,N
Noreskal_1403368978398,Bare,,Other,SPEC,NO,Bare,NO,3843,3830,N
Noreskal_1403368980912,Bare,,SUJ,SPEC,NO,Bare,NO,3858,3845,N
Noreskal_1403368983572,Bare,,Other,GENE,YES,Bare,YES,3891,3888,N
Noreskal_1403368992629,Bare,,OBJ,GENE,NO,Bare,YES,4000,3989,N
Noreskal_1403368996866,Bare,,OBJ,GENE,NO,Bare,YES,4041,4031,N
Noreskal_1403369000195,Bare,,OBJ,SPEC,NO,Bare,YES,4065,4062,N
Noreskal_1403369006714,Bare,,OBJ,GENE,NO,Bare,YES,4143,4131,N
Noreskal_1403369012578,INDEF,,OBJ,GENE,NO,SG,YES,4176,4164,N
Noreskal_1403369027867,Bare,,SUJ,SPEC,NO,Bare,NO,4359,4346,N
Noreskal_1403369035712,Bare,,ATTR,SPEC,NO,Bare,YES,4377,4366,N
Noreskal_1403369049008,Bare,NO,SUJ,SPEC,NO,SG,NO,4380,4378,PR
Noreskal_1403369065969,Bare,,OBJ,GENE,NO,Bare,YES,4419,4411,N
Noreskal_1403369069636,Bare,,Other,SPEC,YES,Bare,YES,4452,4444,N
Noreskal_1403369080710,Bare,,SUJ,SPEC,NO,Bare,NO,4551,4541,N
Noreskal_1403369086562,INDEF,,ATTR,SPEC,NO,SG,YES,4603,4592,N
Noreskal_1403369116028,Bare,,SUJ,SPEC,NO,Bare,YES,4719,4709,N
Noreskal_1403369130708,INDEF,,ATTR,SPEC,NO,SG,YES,4816,4811,N
Noreskal_1403369144976,DEF_SPLE,,SUJ,GENE,NO,PL,YES,4932,4922,N
Noreskal_1403369152662,INDEF,,OBJ,GENE,NO,SG,YES,4963,4943,N
Noreskal_1403369155140,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,4972,4965,N
Noreskal_1403369165741,INDEF,NO,SUJ,GENE,NO,PL,YES,5157,5155,PR
Noreskal_1403369170913,Bare,,Other,SPEC,YES,Bare,YES,5193,5188,N
Noreskal_1403369175054,Bare,,Other,SPEC,NO,Bare,YES,5244,5233,N
Noreskal_1403369183758,Bare,,OBJ,GENE,NO,Bare,YES,5281,5278,N
Noreskal_1403369187012,INDEF,,OBJ,SPEC,NO,SG,YES,5302,5283,N
Noreskal_1403369189307,Bare,,Other,GENE,YES,Bare,YES,5302,5299,N
Noreskal_1403369218518,DEF_SPLE,,SUJ,GENE,NO,Bare,YES,5334,5328,N
Noreskal_1403369225729,Bare,NO,SUJ,GENE,NO,PL,YES,5393,5384,PR
Noreskal_1403369228291,INDEF,,SUJ,SPEC,NO,PL,YES,5417,5395,N
Noreskal_1403369231617,INDEF,,SUJ,SPEC,NO,PL,YES,5437,5419,N
Noreskal_1403369248773,INDEF,NO,Other,SPEC,NO,PL,YES,5518,5516,PR
Noreskal_1403369253277,INDEF,NO,SUJ,SPEC,NO,PL,NO,5538,5536,PR
Noreskal_1403369262224,Bare,,Other,GENE,YES,Bare,YES,5526,5522,N
Noreskal_1403369275497,DEF_SPLE,,Other,SPEC,YES,Bare,YES,5553,5545,N
Noreskal_1403369282866,INDEF,NO,SUJ,SPEC,NO,PL,NO,5563,5561,PR
Noreskal_1403369288076,INDEF,NO,Other,SPEC,YES,PL,NO,5580,5578,PR
Noreskal_1403369292410,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,5581,5571,N
Noreskal_1403369298761,INDEF,NO,SUJ,SPEC,NO,PL,NO,5588,5586,PR
Noreskal_1403369309641,INDEF,,OBJ,GENE,NO,SG,YES,5734,5725,N
Noreskal_1403369312566,Bare,,Other,SPEC,NO,Bare,NO,5769,5759,N
Noreskal_1403369338731,INDEF,,OBJ,GENE,NO,SG,YES,5839,5816,N
Noreskal_1403369347922,INDEF,,OBJ,SPEC,NO,SG,YES,5896,5887,N
Noreskal_1403369350399,DEF_SPLE,,Other,SPEC,NO,Bare,YES,5912,5897,N
Noreskal_1403369364714,Bare,,Other,GENE,YES,Bare,YES,5840,5828,N
Noreskal_1403369401311,INDEF,NO,OBJ,GENE,NO,SG,YES,6074,6066,PR
Noreskal_1403369421297,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,6086,6085,PR
Noreskal_1403369432562,INDEF,,OBJ,GENE,NO,PL,YES,6269,6258,N
Noreskal_1403369437238,Bare,,SUJ,GENE,NO,Bare,YES,6302,6298,N
Noreskal_1403369441147,Bare,,SUJ,GENE,NO,Bare,NO,6318,6314,N
Noreskal_1403369444619,Bare,,Other,SPEC,NO,Bare,NO,6350,6339,N
Noreskal_1403369457938,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,6403,6401,PR
Noreskal_1403369461423,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,6417,6415,PR
Noreskal_1403369471911,INDEF,NO,SUJ,GENE,NO,PL,YES,6480,6478,PR
Noreskal_1403369480666,DEF_SPLE,NO,SUJ,SPEC,YES,PL,NO,6525,6523,PR
Noreskal_1403369489649,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,6660,6658,PR
Noreskal_1403369492200,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,6686,6684,PR
Noreskal_1403369494569,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,6700,6698,PR
Noreskal_1403369505385,INDEF,,OBJ,GENE,NO,SG,YES,6499,6487,N
Noreskal_1403369512926,INDEF,NO,Other,GENE,NO,SG,YES,6518,6510,PR
Noreskal_1403369547869,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,6607,6600,N
Noreskal_1403369551537,Bare,,OBJ,SPEC,NO,Bare,YES,6620,6616,N
Noreskal_1403369563097,Bare,,Other,GENE,NO,Bare,YES,6767,6763,N
Noreskal_1403369567044,Bare,NO,SUJ,SPEC,NO,UNK,NO,6770,6768,PR
Noreskal_1403369661605,DEF_SPLE,,Other,SPEC,NO,PL,YES,6818,6810,N
Noreskal_1403369669523,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,6899,6897,PR
Noreskal_1403369672643,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,6906,6904,PR
Noreskal_1403369737801,Bare,,Other,GENE,NO,Bare,YES,7066,7062,N
Noreskal_1403369741552,Bare,NO,SUJ,SPEC,NO,SG,NO,7069,7067,PR
Noreskal_1403369751679,INDEF,,Other,SPEC,YES,SG,YES,7131,7119,N
Noreskal_1403369782012,INDEF,,Other,SPEC,YES,SG,YES,7373,7353,N
Noreskal_1403369793355,INDEF,NO,SUJ,GENE,NO,PL,YES,7443,7434,PR
Noreskal_1403369853802,Bare,,Other,SPEC,NO,Bare,NO,7553,7553,N
Noreskal_1403369856971,DEF_SPLE,,SUJ,SPEC,NO,PL,YES,7564,7553,N
Noreskal_1403369969690,INDEF,NO,SUJ,SPEC,NO,PL,YES,7722,7720,PR
Noreskal_1403369976895,Bare,,ATTR,SPEC,NO,Bare,YES,7784,7771,N
Noreskal_1403370000957,Bare,,Other,SPEC,NO,Bare,NO,7863,7861,N
Noreskal_1403370003592,INDEF,,Other,GENE,NO,SG,YES,7892,7888,N
Noreskal_1403370023312,Bare,NO,SUJ,SPEC,NO,UNK,NO,7895,7893,PR
Noreskal_1403370036013,INDEF,,OBJ,GENE,NO,SG,YES,7935,7912,N
Noreskal_1403370048326,DEF_DEM,NO,SUJ,SPEC,NO,SG,NO,7956,7954,PR
Noreskal_1403370061307,INDEF,,OBJ,SPEC,NO,SG,YES,8106,8093,N
Noreskal_1403370071132,Bare,,OBJ,SPEC,NO,Bare,YES,8140,8123,N
Noreskal_1403370075394,DEF_SPLE,,Other,SPEC,YES,PL,YES,8170,8162,N
Noreskal_1403370079110,Bare,,SUJ,SPEC,NO,Bare,NO,8182,8172,N
Noreskal_1403370083336,Bare,,OBJ,SPEC,YES,Bare,YES,8236,8224,N
Noreskal_1403370093936,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,8279,8265,N
Noreskal_1403370112053,Bare,,Other,GENE,YES,Bare,YES,8297,8291,N
Noreskal_1403370120019,Bare,,Other,SPEC,YES,Bare,NO,8362,8357,N
Noreskal_1403370123783,Bare,,SUJ,SPEC,NO,Bare,YES,8378,8374,N
Noreskal_1403370128348,INDEF,,Other,SPEC,NO,SG,YES,8454,8440,N
Noreskal_1403370152937,INDEF,,Other,SPEC,NO,SG,YES,8473,8456,N
Noreskal_1403370170129,Bare,,Other,GENE,YES,Bare,YES,8508,8502,N
Noreskal_1403370173081,Bare,,Other,SPEC,NO,Bare,YES,8541,8530,N
Noreskal_1403370179323,Bare,,OBJ,GENE,NO,Bare,YES,8599,8590,N
Noreskal_1403370184010,INDEF,,OBJ,SPEC,NO,SG,YES,8651,8638,N
Noreskal_1403370187726,Bare,,Other,SPEC,NO,Bare,NO,8751,8731,N
Noreskal_1403370208403,INDEF,NO,SUJ,GENE,NO,PL,YES,8545,8543,PR
Noreskal_1403370211421,INDEF,NO,SUJ,GENE,NO,PL,NO,8559,8557,PR
Noreskal_1403370221374,Bare,NO,SUJ,SPEC,NO,UNK,NO,8602,8600,PR
Noreskal_1403370226130,Bare,NO,SUJ,SPEC,NO,SG,NO,8763,8761,PR
Noreskal_1403370230921,DEF_SPLE,,Other,SPEC,NO,Bare,YES,8760,8753,N
Noreskal_1403370258207,Bare,,OBJ,SPEC,NO,Bare,YES,8807,8797,N
Noreskal_1403370283507,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8826,8824,PR
Noreskal_1403370287682,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8844,8842,PR
Noreskal_1403370297463,INDEF,,OBJ,SPEC,NO,PL,YES,8882,8871,N
Noreskal_1403370304052,DEF_SPLE,NO,Other,SPEC,NO,SG,NO,8920,8918,PR
Noreskal_1403370306331,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,8922,8921,PR
Noreskal_1403370308683,DEF_SPLE,NO,OBJ,SPEC,YES,SG,NO,8937,8936,PR
Noreskal_1403370312318,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,8963,8962,PR
Noreskal_1403370318342,Bare,NO,OBJ,SPEC,NO,PL,NO,8980,8974,PR
Noreskal_1403370327383,INDEF,NO,SUJ,SPEC,NO,PL,YES,9083,9081,PR
Noreskal_1403370335626,DEF_SPLE,,TOPIC,SPEC,NO,Bare,YES,9079,9073,N
Noreskal_1403370338706,INDEF,,OBJ,GENE,NO,PL,YES,9097,9090,N
Noreskal_1403370347280,INDEF,NO,SUJ,SPEC,NO,PL,YES,9108,9106,PR
Noreskal_1403370355385,Bare,,OBJ,GENE,NO,Bare,YES,9153,9149,N
Noreskal_1403370366003,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,9291,9283,N
Noreskal_1403370368073,Bare,,SUJ,SPEC,NO,Bare,NO,9298,9293,N
Noreskal_1403370373677,INDEF,NO,SUJ,SPEC,NO,PL,NO,9337,9335,PR
Noreskal_1403370377003,INDEF,NO,SUJ,SPEC,NO,PL,NO,9348,9346,PR
Noreskal_1403370380822,INDEF,NO,SUJ,SPEC,NO,PL,NO,9367,9364,PR
Noreskal_1403370385914,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,9363,9356,N
Noreskal_1403370391690,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,9407,9399,N
Noreskal_1403370398216,DEF_SPLE,,OBJ,GENE,NO,PL,YES,9453,9436,N
Noreskal_1403370409810,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,9420,9419,PR
Noreskal_1403370421770,DEF_SPLE,,Other,SPEC,YES,Bare,YES,9487,9480,N
Noreskal_1403370426094,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,9487,9486,PR
Noreskal_1403370435136,Bare,,Other,SPEC,YES,Bare,YES,9518,9503,N
Noreskal_1403370447663,Bare,,Other,SPEC,YES,Bare,YES,9518,9509,N
Noreskal_1403370450918,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,9518,9517,PR
Noreskal_1403370458296,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,9553,9552,PR
Noreskal_1403370495881,INDEF,,ATTR,GENE,NO,SG,YES,9673,9662,N
Noreskal_1403370502163,Bare,,OBJ,GENE,NO,Bare,YES,9690,9684,N
Noreskal_1403370514900,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,9808,9807,PR
Noreskal_1403370518251,DEF_SPLE,NO,OBJ,SPEC,YES,SG,NO,9822,9821,PR
Noreskal_1403370520464,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,9828,9827,PR
Noreskal_1403370545839,Bare,,Other,SPEC,NO,Bare,NO,9885,9868,N
Noreskal_1403370551224,DEF_DEM,NO,ATTR,SPEC,NO,SG,NO,9960,9958,PR
Noreskal_1403370558319,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,10009,9997,N
Noreskal_1403370564497,DEF_SPLE,,Other,SPEC,YES,Bare,YES,10031,10018,N
Noreskal_1403370568196,DEF_SPLE,,Other,SPEC,YES,Bare,YES,10031,10024,N
Noreskal_1403370579868,Bare,,ATTR,SPEC,NO,Bare,YES,10136,10126,N
Noreskal_1403370584548,INDEF,NO,SUJ,GENE,NO,PL,NO,10139,10137,PR
Noreskal_1403370594823,Bare,NO,Other,GENE,YES,SG,NO,10161,10159,PR
Noreskal_1403370642776,INDEF,,Other,SPEC,NO,SG,YES,10439,10430,N
Noreskal_1403370669149,DEF_SPLE,,Other,SPEC,YES,Bare,YES,10465,10456,N
Noreskal_1403370675276,Bare,NO,SUJ,SPEC,NO,SG,NO,10468,10466,PR
Noreskal_1403370681197,INDEF,,ATTR,SPEC,NO,SG,YES,10504,10490,N
Noreskal_1403370685266,Bare,,Other,SPEC,NO,Bare,YES,10538,10528,N
Noreskal_1403370691854,Bare,NO,SUJ,SPEC,NO,SG,NO,10593,10591,PR
Noreskal_1403370708159,DEF_SPLE,,Other,SPEC,YES,Bare,YES,10709,10700,N
Noreskal_1403370741146,INDEF,NO,SUJ,SPEC,NO,PL,YES,11019,11017,PR
Noreskal_1403370783750,INDEF,NO,Other,SPEC,NO,PL,NO,11043,11041,PR
Noreskal_1403370791194,INDEF,,Other,SPEC,YES,PL,YES,10943,10930,N
Noreskal_1403370801290,DEF_SPLE,,Other,SPEC,NO,Bare,NO,11131,11122,N
Noreskal_1403370805657,DEF_SPLE,NO,SUJ,SPEC,NO,PL,YES,11138,11136,PR
Noreskal_1403370818523,INDEF,,OBJ,SPEC,NO,SG,YES,11166,11155,N
Noreskal_1403370825828,Bare,,Other,SPEC,YES,Bare,YES,11207,11201,N
Noreskal_1403370830611,INDEF,,Other,SPEC,NO,SG,YES,11221,11213,N
Noreskal_1403370836381,Bare,,SUJ,SPEC,NO,Bare,YES,11252,11245,N
Noreskal_1403370839051,INDEF,NO,,UNK,NO,SG,YES,11269,11261,N
Noreskal_1403370844967,Bare,,Other,SPEC,NO,Bare,NO,11317,11309,N
Noreskal_1403370848230,Bare,,Other,SPEC,NO,Bare,NO,11351,11339,N
Noreskal_1403370871289,Bare,NO,SUJ,SPEC,NO,PL,NO,11429,11427,PR
Noreskal_1403370883624,INDEF,,Other,SPEC,YES,SG,YES,11559,11544,N
Noreskal_1403370886743,Bare,,Other,SPEC,NO,Bare,NO,11587,11581,N
Noreskal_1403370905042,DEF_SPLE,,Other,SPEC,NO,PL,YES,11687,11677,N
Noreskal_1403370909234,Bare,NO,SUJ,SPEC,NO,SG,NO,11690,11688,PR
Noreskal_1403370921902,Bare,,OBJ,GENE,NO,Bare,YES,11744,11739,N
Noreskal_1403370927606,Bare,,OBJ,GENE,NO,Bare,YES,11760,11755,N
Noreskal_1403370935400,Bare,,OBJ,GENE,NO,Bare,YES,11809,11801,N
Noreskal_1403370950614,Bare,,Other,SPEC,YES,Bare,YES,11866,11861,N
Noreskal_1403370960673,Bare,,OBJ,SPEC,NO,Bare,YES,11979,11965,N
Noreskal_1403370967102,DEF_SPLE,,OBJ,GENE,NO,PL,YES,12008,11982,N
Noreskal_1403370970302,Bare,,Other,GENE,YES,Bare,YES,12008,11996,N
Noreskal_1403370979176,DEF_SPLE,,Other,SPEC,YES,PL,YES,12045,12036,N
Noreskal_1403370983747,Bare,,SUJ,SPEC,NO,Bare,NO,12082,12073,N
Noreskal_1403370996464,DEF_SPLE,,Other,GENE,YES,PL,YES,12104,12093,N
Noreskal_1403371001532,INDEF,,Other,GENE,NO,Bare,YES,12193,12187,N
Noreskal_1403371008634,Bare,,Other,GENE,YES,Bare,YES,12232,12225,N
Noreskal_1403371010889,Bare,,Other,SPEC,YES,Bare,NO,12294,12287,N
Noreskal_1403371035938,Bare,,SUJ,SPEC,NO,Bare,YES,12360,12345,N
Noreskal_1403371051210,INDEF,,OBJ,SPEC,NO,SG,YES,12473,12463,N
Noreskal_1403371056950,DEF_SPLE,,SUJ,GENE,NO,Bare,YES,12521,12514,N
Noreskal_1403371059493,Bare,,Other,SPEC,NO,Bare,NO,12548,12531,N
Noreskal_1403371063005,Bare,,Other,SPEC,NO,Bare,YES,12588,12580,N
Noreskal_1403371066694,Bare,,Other,SPEC,YES,Bare,YES,12602,12597,N
Noreskal_1403371071310,Bare,,Other,SPEC,YES,Bare,YES,12647,12636,N
Noreskal_1403371074642,Bare,,OBJ,SPEC,NO,Bare,YES,12663,12658,N
Noreskal_1403371080628,INDEF,NO,SUJ,GENE,NO,PL,YES,12650,12648,PR
Noreskal_1403371094562,Bare,,Other,SPEC,YES,Bare,YES,12694,12686,N
Noreskal_1403371100223,DEF_SPLE,,SUJ,GENE,NO,Bare,YES,12754,12747,N
Noreskal_1403371103562,INDEF,,OBJ,SPEC,NO,SG,YES,12775,12762,N
Noreskal_1403371110198,Bare,,OBJ,SPEC,NO,Bare,YES,12833,12824,N
Noreskal_1403371119677,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,12968,12955,N
Noreskal_1403371134704,Bare,,OBJ,GENE,NO,PL,YES,13044,13035,N
Noreskal_1403371138905,INDEF,NO,SUJ,SPEC,NO,PL,NO,13047,13045,PR
Noreskal_1403371149139,DEF_SPLE,,OBJ,GENE,NO,PL,YES,13092,13081,N
Noreskal_1403371156393,INDEF,,OBJ,GENE,NO,PL,YES,13122,13102,N
Noreskal_1403371165024,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,13221,13210,N
Noreskal_1403371190961,INDEF,NO,Other,SPEC,NO,PL,YES,13410,13408,PR
Noreskal_1403371193139,INDEF,NO,Other,SPEC,NO,PL,NO,13437,13435,PR
Noreskal_1403371206080,INDEF,NO,Other,SPEC,YES,PL,NO,13450,13448,PR
Noreskal_1403371208632,INDEF,NO,SUJ,SPEC,NO,PL,NO,13454,13452,PR
Noreskal_1403371226008,Bare,,Other,GENE,NO,Bare,YES,13462,13459,N
Noreskal_1403371237448,INDEF,,Other,GENE,YES,SG,NO,13509,13499,N
Noreskal_1403371242468,INDEF,NO,Other,SPEC,NO,PL,NO,13539,13537,PR
Noreskal_1403371244609,INDEF,NO,SUJ,SPEC,NO,PL,NO,13542,13540,PR
Noreskal_1403371251652,INDEF,NO,SUJ,SPEC,NO,PL,NO,13572,13570,PR
Noreskal_1403371258576,Bare,,OBJ,GENE,NO,Bare,YES,13587,13581,N
Noreskal_1403371261262,Bare,,Other,GENE,NO,PL,YES,13607,13597,N
Noreskal_1403371265431,Bare,,SUJ,GENE,NO,Bare,YES,13614,13610,N
Noreskal_1403371268775,Bare,,OBJ,GENE,NO,Bare,NO,13624,13618,N
Noreskal_1403371277952,Bare,,ATTR,GENE,NO,Bare,YES,13760,13752,N
